Year,Category,Prize,Prize Share,Laureate ID,LaureateType,FullName,Birth Date,Birth City,BirthCountry,Sex,OrganizationName,Organization City,OrganizationCountry,Death Date,Death City,Death Country,Age
1963,Physics,The Nobel Prize in Physics 1963,1/2,78,Individual,Eugene Paul Wigner,1902-11-17,Budapest,Austria-Hungary (Hungary),Male,Princeton University,PrincetonNJ,United States,1995-01-01,PrincetonNJ,United States,61
1963,Physics,The Nobel Prize in Physics 1963,1/4,79,Individual,Maria Goeppert Mayer,1906-06-28,Kattowitz (Katowice),Poland,Female,University of California,San DiegoCA,United States,1972-02-20,San DiegoCA,United States,57
1963,Physics,The Nobel Prize in Physics 1963,1/4,80,Individual,J. Hans D. Jensen,1907-06-25,Hamburg,Germany,Male,University of Heidelberg,Heidelberg,Germany,1973-02-11,Heidelberg,West Germany,56
1964,Chemistry,The Nobel Prize in Chemistry 1964,1/1,230,Individual,Dorothy Crowfoot Hodgkin,1910-05-12,Cairo,Egypt,Female,University of OxfordRoyal Society,Oxford,United Kingdom,1994-07-29,Shipston-on-Stour,United Kingdom,54
1964,Literature,The Nobel Prize in Literature 1964,1/1,637,Individual,Jean-Paul Sartre,1905-06-21,Paris,France,Male,,,,1980-04-15,Paris,France,59
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,1/2,378,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),Poland,Male,Harvard University,CambridgeMA,United States,2000-10-15,BurlingtonMA,United States,52
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,1/2,379,Individual,Feodor Lynen,1911-04-06,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Germany,1979-08-06,Munich,Germany,53
1964,Peace,The Nobel Peace Prize 1964,1/1,524,Individual,Martin Luther King Jr.,1929-01-15,AtlantaGA,United States,Male,,,,1968-04-04,MemphisTN,United States,35
1964,Physics,The Nobel Prize in Physics 1964,1/2,81,Individual,Charles Hard Townes,1915-07-28,GreenvilleSC,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,2015-01-27,BerkeleyCA,United States,49
1964,Physics,The Nobel Prize in Physics 1964,1/4,82,Individual,Nicolay Gennadiyevich Basov,1922-12-14,Usman,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2001-07-01,Moscow,Russia,42
1964,Physics,The Nobel Prize in Physics 1964,1/4,83,Individual,Aleksandr Mikhailovich Prokhorov,1916-07-11,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2002-01-08,Moscow,Russia,48
1965,Chemistry,The Nobel Prize in Chemistry 1965,1/1,231,Individual,Robert Burns Woodward,1917-04-10,BostonMA,United States,Male,Harvard University,CambridgeMA,United States,1979-07-08,CambridgeMA,United States,48
1965,Literature,The Nobel Prize in Literature 1965,1/1,638,Individual,Mikhail Aleksandrovich Sholokhov,1905-05-24,Veshenskaya,Russia,Male,,,,1984-02-21,Veshenskaya,Russia,60
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,1/3,380,Individual,François Jacob,1920-06-17,Nancy,France,Male,Institut Pasteur,Paris,France,2013-04-19,Paris,France,45
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,1/3,381,Individual,André Lwoff,1902-05-08,Ainay-le-Château,France,Male,Institut Pasteur,Paris,France,1994-09-30,Paris,France,63
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,1/3,382,Individual,Jacques Monod,1910-02-09,Paris,France,Male,Institut Pasteur,Paris,France,1976-05-31,Cannes,France,55
1965,Peace,The Nobel Peace Prize 1965,1/1,525,Organization,United Nations Children's Fund (UNICEF),,,,,,,,,,,#VALUE!
1965,Physics,The Nobel Prize in Physics 1965,1/3,84,Individual,Sin-Itiro Tomonaga,1906-03-31,Kyoto,Japan,Male,Tokyo University of Education,Tokyo,Japan,1979-07-08,Tokyo,Japan,59
1965,Physics,The Nobel Prize in Physics 1965,1/3,85,Individual,Julian Schwinger,1918-02-12,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,1994-07-16,Los AngelesCA,United States,47
1965,Physics,The Nobel Prize in Physics 1965,1/3,86,Individual,Richard P. Feynman,1918-05-11,New YorkNY,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,1988-02-15,Los AngelesCA,United States,47
1966,Chemistry,The Nobel Prize in Chemistry 1966,1/1,232,Individual,Robert S. Mulliken,1896-06-07,NewburyportMA,United States,Male,University of Chicago,ChicagoIL,United States,1986-10-31,ArlingtonVA,United States,70
1966,Literature,The Nobel Prize in Literature 1966,1/2,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Ukraine,Male,,,,1970-02-17,Rehovot,Israel,78
1966,Literature,The Nobel Prize in Literature 1966,1/2,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,,,,1970-05-12,Stockholm,Sweden,75
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,1/2,383,Individual,Peyton Rous,1879-10-05,BaltimoreMD,United States,Male,Rockefeller University,New YorkNY,United States,1972-02-16,New YorkNY,United States,87
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,1/2,384,Individual,Charles Brenton Huggins,1901-09-22,Halifax,Canada,Male,University of ChicagoBen May Laboratory for Cancer Research,ChicagoIL,United States,1997-01-12,ChicagoIL,United States,65
1966,Physics,The Nobel Prize in Physics 1966,1/1,87,Individual,Alfred Kastler,1902-05-03,Guebwiller,France,Male,École Normale Supérieure,Paris,France,1984-01-07,Bandol,France,64
1967,Chemistry,The Nobel Prize in Chemistry 1967,1/2,233,Individual,Manfred Eigen,1927-05-09,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,,,,40
1967,Chemistry,The Nobel Prize in Chemistry 1967,1/4,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,1978-06-07,Cambridge,United Kingdom,70
1967,Chemistry,The Nobel Prize in Chemistry 1967,1/4,235,Individual,George Porter,1920-12-06,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,2002-08-31,Canterbury,United Kingdom,47
1967,Literature,The Nobel Prize in Literature 1967,1/1,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Male,,,,1974-06-09,Madrid,Spain,68
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,1/3,385,Individual,Ragnar Granit,1900-10-30,Helsinki,Finland,Male,Karolinska Institutet,Stockholm,Sweden,1991-03-12,Stockholm,Sweden,67
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,1/3,386,Individual,Haldan Keffer Hartline,1903-12-22,BloomsburgPA,United States,Male,Rockefeller University,New YorkNY,United States,1983-03-17,FallstonMD,United States,64
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,1/3,387,Individual,George Wald,1906-11-18,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,1997-04-12,CambridgeMA,United States,61
1967,Physics,The Nobel Prize in Physics 1967,1/1,88,Individual,Hans Albrecht Bethe,1906-07-02,Strassburg (Strasbourg),France,Male,Cornell University,IthacaNY,United States,2005-03-06,IthacaNY,United States,61
1968,Chemistry,The Nobel Prize in Chemistry 1968,1/1,236,Individual,Lars Onsager,1903-11-27,Kristiania (Oslo),Norway,Male,Yale University,New HavenCT,United States,1976-10-05,Coral GablesFL,United States,65
1968,Literature,The Nobel Prize in Literature 1968,1/1,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,Male,,,,1972-04-16,Zushi,Japan,69
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,1/3,388,Individual,Robert W. Holley,1922-01-28,UrbanaIL,United States,Male,Cornell University,IthacaNY,United States,1993-02-11,Los GatosCA,United States,46
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,1/3,389,Individual,Har Gobind Khorana,1922-01-09,Raipur,India,Male,University of Wisconsin,MadisonWI,United States,2011-11-09,ConcordMA,United States,46
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,1/3,390,Individual,Marshall W. Nirenberg,1927-04-10,New YorkNY,United States,Male,National Institutes of Health,BethesdaMD,United States,2010-01-15,New YorkNY,United States,41
1968,Peace,The Nobel Peace Prize 1968,1/1,526,Individual,René Cassin,1887-10-05,Bayonne,France,Male,,,,1976-02-20,Paris,France,81
1968,Physics,The Nobel Prize in Physics 1968,1/1,89,Individual,Luis Walter Alvarez,1911-06-13,San FranciscoCA,United States,Male,University of California,BerkeleyCA,United States,1988-09-01,BerkeleyCA,United States,57
1969,Chemistry,The Nobel Prize in Chemistry 1969,1/2,237,Individual,Derek H. R. Barton,1918-09-08,Gravesend,United Kingdom,Male,Imperial College,London,United Kingdom,1998-03-16,College StationTX,United States,51
1969,Chemistry,The Nobel Prize in Chemistry 1969,1/2,238,Individual,Odd Hassel,1897-05-17,Kristiania (Oslo),Norway,Male,University of Oslo,Oslo,Norway,1981-05-11,Oslo,Norway,72
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,1/2,677,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,Male,University of Oslo,Oslo,Norway,1973-01-31,Oslo,Norway,74
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,1/2,678,Individual,Jan Tinbergen,1903-04-12,the Hague,Netherlands,Male,The Netherlands School of Economics,Rotterdam,Netherlands,1994-06-09,the Hague,Netherlands,66
1969,Literature,The Nobel Prize in Literature 1969,1/1,643,Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,Male,,,,1989-12-22,Paris,France,63
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,1/3,391,Individual,Max Delbrück,1906-09-04,Berlin,Germany,Male,California Institute of Technology (Caltech),PasadenaCA,United States,1981-03-09,PasadenaCA,United States,63
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,1/3,392,Individual,Alfred D. Hershey,1908-12-04,OwossoMI,United States,Male,Carnegie Institution of Washington,Long IslandNew YorkNY,United States,1997-05-22,SyossetNY,United States,61
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,1/3,393,Individual,Salvador E. Luria,1912-08-13,Torino,Italy,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,1991-02-06,LexingtonMA,United States,57
1969,Peace,The Nobel Peace Prize 1969,1/1,527,Organization,International Labour Organization (I.L.O.),,,,,,,,,,,#VALUE!
1969,Physics,The Nobel Prize in Physics 1969,1/1,90,Individual,Murray Gell-Mann,1929-09-15,New YorkNY,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,,,,40
1970,Chemistry,The Nobel Prize in Chemistry 1970,1/1,239,Individual,Luis F. Leloir,1906-09-06,Paris,France,Male,Institute for Biochemical Research,Buenos Aires,Argentina,1987-12-02,Buenos Aires,Argentina,64
1970,Economics,The Sveriges Riksbank Prize in Economic Sciences 1970,1/1,679,Individual,Paul A. Samuelson,1915-05-15,GaryIN,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,2009-12-13,BelmontMA,United States,55
1970,Literature,The Nobel Prize in Literature 1970,1/1,644,Individual,Aleksandr Isayevich Solzhenitsyn,1918-12-11,Kislovodsk,Russia,Male,,,,2008-08-03,Troitse-Lykovo,Russia,52
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,1/3,394,Individual,Sir Bernard Katz,1911-03-26,Leipzig,Germany,Male,University College,London,United Kingdom,2003-04-20,London,United Kingdom,59
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,1/3,395,Individual,Ulf von Euler,1905-02-07,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,1983-03-09,Stockholm,Sweden,65
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,1/3,396,Individual,Julius Axelrod,1912-05-30,New YorkNY,United States,Male,National Institutes of Health,BethesdaMD,United States,2004-12-29,RockvilleMD,United States,58
1970,Peace,The Nobel Peace Prize 1970,1/1,528,Individual,Norman E. Borlaug,1914-03-25,CrescoIA,United States,Male,,,,2009-09-12,DallasTX,United States,56
1970,Physics,The Nobel Prize in Physics 1970,1/2,91,Individual,Hannes Olof Gösta Alfvén,1908-05-30,Norrköping,Sweden,Male,Royal Institute of Technology,Stockholm,Sweden,1995-04-02,Djursholm,Sweden,62
1970,Physics,The Nobel Prize in Physics 1970,1/2,92,Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,Male,University of Grenoble,Grenoble,France,2000-11-17,Brive-Corrèze,France,66
1971,Chemistry,The Nobel Prize in Chemistry 1971,1/1,240,Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,Male,National Research Council of Canada,Ottawa,Canada,1999-03-03,Ottawa,Canada,67
1971,Economics,The Sveriges Riksbank Prize in Economic Sciences 1971,1/1,680,Individual,Simon Kuznets,1901-04-30,Pinsk,Belarus,Male,Harvard University,CambridgeMA,United States,1985-07-08,CambridgeMA,United States,70
1971,Literature,The Nobel Prize in Literature 1971,1/1,645,Individual,Pablo Neruda,1904-07-12,Parral,Chile,Male,,,,1973-09-23,Santiago,Chile,67
1971,Medicine,The Nobel Prize in Physiology or Medicine 1971,1/1,397,Individual,Earl W. SutherlandJr.,1915-11-19,BurlingameKS,United States,Male,Vanderbilt University,NashvilleTN,United States,1974-03-09,MiamiFL,United States,56
1971,Peace,The Nobel Peace Prize 1971,1/1,529,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Male,,,,1992-10-08,Unkel,Germany,58
1971,Physics,The Nobel Prize in Physics 1971,1/1,93,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Male,Imperial College,London,United Kingdom,1979-02-08,London,United Kingdom,71
1972,Chemistry,The Nobel Prize in Chemistry 1972,1/2,241,Individual,Christian B. Anfinsen,1916-03-26,MonessenPA,United States,Male,National Institutes of Health,BethesdaMD,United States,1995-05-14,RandallstownMD,United States,56
1972,Chemistry,The Nobel Prize in Chemistry 1972,1/4,242,Individual,Stanford Moore,1913-09-04,ChicagoIL,United States,Male,Rockefeller University,New YorkNY,United States,1982-08-23,New YorkNY,United States,59
1972,Chemistry,The Nobel Prize in Chemistry 1972,1/4,243,Individual,William H. Stein,1911-06-25,New YorkNY,United States,Male,Rockefeller University,New YorkNY,United States,1980-02-02,New YorkNY,United States,61
1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,1/2,681,Individual,John R. Hicks,1904-04-08,Warwick,United Kingdom,Male,All Souls College,Oxford,United Kingdom,1989-05-20,Blockley,United Kingdom,68
1972,Economics,The Sveriges Riksbank Prize in Economic Sciences 1972,1/2,682,Individual,Kenneth J. Arrow,1921-08-23,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,,,,51
1972,Literature,The Nobel Prize in Literature 1972,1/1,647,Individual,Heinrich Böll,1917-12-21,Cologne,Germany,Male,,,,1985-07-16,Bornheim-Merten,West Germany,55
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,1/2,398,Individual,Gerald M. Edelman,1929-07-01,New YorkNY,United States,Male,Rockefeller University,New YorkNY,United States,2014-05-17,La JollaCA,United States,43
1972,Medicine,The Nobel Prize in Physiology or Medicine 1972,1/2,399,Individual,Rodney R. Porter,1917-10-08,Newton-le-Willows,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1985-09-06,Winchester,United Kingdom,55
1972,Physics,The Nobel Prize in Physics 1972,1/3,66,Individual,John Bardeen,1908-05-23,MadisonWI,United States,Male,University of Illinois,UrbanaIL,United States,1991-01-30,BostonMA,United States,64
1972,Physics,The Nobel Prize in Physics 1972,1/3,95,Individual,Leon Neil Cooper,1930-02-28,New YorkNY,United States,Male,Brown University,ProvidenceRI,United States,,,,42
1972,Physics,The Nobel Prize in Physics 1972,1/3,96,Individual,John Robert Schrieffer,1931-05-31,Oak ParkIL,United States,Male,University of Pennsylvania,PhiladelphiaPA,United States,,,,41
1973,Chemistry,The Nobel Prize in Chemistry 1973,1/2,244,Individual,Ernst Otto Fischer,1918-11-10,Munich,Germany,Male,Technical University,Munich,Germany,2007-07-23,Munich,Germany,55
1973,Chemistry,The Nobel Prize in Chemistry 1973,1/2,245,Individual,Geoffrey Wilkinson,1921-07-14,Todmorden,United Kingdom,Male,Imperial College,London,United Kingdom,1996-09-26,London,United Kingdom,52
1973,Economics,The Sveriges Riksbank Prize in Economic Sciences 1973,1/1,683,Individual,Wassily Leontief,1906-08-05,St. Petersburg,Russia,Male,Harvard University,CambridgeMA,United States,1999-02-05,New YorkNY,United States,67
1973,Literature,The Nobel Prize in Literature 1973,1/1,648,Individual,Patrick White,1912-05-28,London,United Kingdom,Male,,,,1990-09-30,Sydney,Australia,61
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,1/3,400,Individual,Karl von Frisch,1886-11-20,Vienna,Austria,Male,Zoologisches Institut der Universität München,Munich,Germany,1982-06-12,Munich,West Germany,87
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,1/3,401,Individual,Konrad Lorenz,1903-11-07,Vienna,Austria,Male,Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaftenForschungsstelle für Ethologie,Altenberg; Grünau im Almtal,Austria,1989-02-27,Vienna,Austria,70;
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,1/3,402,Individual,Nikolaas Tinbergen,1907-04-15,the Hague,Netherlands,Male,University of Oxford,Oxford,United Kingdom,1988-12-21,Oxford,United Kingdom,66
1973,Peace,The Nobel Peace Prize 1973,1/2,530,Individual,Henry A. Kissinger,1923-05-27,Fürth,Germany,Male,,,,,,,50
1973,Peace,The Nobel Peace Prize 1973,1/2,531,Organization,Le Duc Tho,1911-10-14,Nam Ha province,Vietnam,Male,,,,1990-10-13,Hanoi,Vietnam,62
1973,Physics,The Nobel Prize in Physics 1973,1/4,97,Individual,Leo Esaki,1925-03-12,Osaka,Japan,Male,IBM Thomas J. Watson Research Center,Yorktown HeightsNY,United States,,,,48
1973,Physics,The Nobel Prize in Physics 1973,1/4,98,Individual,Ivar Giaever,1929-04-05,Bergen,Norway,Male,General Electric Company,SchenectadyNY,United States,,,,44
1973,Physics,The Nobel Prize in Physics 1973,1/2,99,Individual,Brian David Josephson,1940-01-04,Cardiff,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,,,,33
1974,Chemistry,The Nobel Prize in Chemistry 1974,1/1,246,Individual,Paul J. Flory,1910-06-19,SterlingIL,United States,Male,Stanford University,StanfordCA,United States,1985-09-08,Big SurCA,United States,64
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,1/2,684,Individual,Gunnar Myrdal,1898-12-06,Skattungbyn,Sweden,Male,,,,1987-05-17,Stockholm,Sweden,76
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,1/2,685,Individual,Friedrich August von Hayek,1899-05-08,Vienna,Austria,Male,,,,1992-03-23,Freiburg,Germany,75
1974,Literature,The Nobel Prize in Literature 1974,1/2,649,Individual,Eyvind Johnson,1900-07-29,Svartbjörnsbyn,Sweden,Male,,,,1976-08-25,Stockholm,Sweden,74
1974,Literature,The Nobel Prize in Literature 1974,1/2,650,Individual,Harry Martinson,1904-05-06,Jämshög,Sweden,Male,,,,1978-02-11,Stockholm,Sweden,70
